,2015/04/18,Caretta caretta,Muizenberg
,2015/04/18,Caretta caretta,Struisbaai
,2015/04/18,Caretta caretta,Muizenberg
,2015/04/18,Caretta caretta,Struisbaai
,2015/04/18,Caretta caretta,Fish Hoek
,2015/04/18,Caretta caretta,Stilbaai
,2015/04/19,Caretta caretta,Muizenberg
,2015/04/20,Caretta caretta,Gaansbaai
,2015/04/20,Caretta caretta,Gaansbaai
,2015/04/20,Caretta caretta,Gaansbaai
,2015/04/21,Caretta caretta,Smitswinkel
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Strandfontein
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Struisbaai
,2015/04/22,Caretta caretta,Muizenberg
,2015/04/22,Caretta caretta,Muizenberg
,2015/04/22,Caretta caretta,Muizenberg
,2015/04/23,Caretta caretta,Struisbaai
,2015/04/23,Caretta caretta,Muizenberg
,2015/04/23,Caretta caretta,Struisbaai
,2015/04/23,Caretta caretta,Struisbaai
,2015/04/23,Caretta caretta,Struisbaai
,2015/04/24,Caretta caretta,Struisbaai
,2015/04/24,Caretta caretta,Strandfontein
,2015/04/24,Caretta caretta,Strandfontein
,2015/04/25,Caretta caretta,Struisbaai
,2015/04/25,Caretta caretta,Muizenberg
,2015/04/25,Caretta caretta,Fish Hoek
,2015/04/25,Caretta caretta,Gordans Bay
,2015/04/26,Caretta caretta,Struisbaai
,2015/04/27,Caretta caretta,Strandfontein
,2015/04/28,Caretta caretta,Struisbaai
,2015/04/30,Caretta caretta,Struisbaai
,2015/04/30,Caretta caretta,Struisbaai
,2015/04/30,Caretta caretta,Struisbaai
,2015/05/01,Caretta caretta,Hermanus
,2015/05/06,Caretta caretta,Kleinmond
,2015/05/06,Caretta caretta,Grotto Beach
,2015/05/06,Caretta caretta,Tenikwa
,2015/05/08,Caretta caretta,Glencairn
,2015/05/08,Caretta caretta,Struisbaai
,2015/05/08,Caretta caretta,Glencairn
,2015/05/09,Caretta caretta,Buffels Bay
,2015/05/09,Caretta caretta,Muizenberg
,2015/05/09,Caretta caretta,Gaansbaai
,2015/05/10,Caretta caretta,Grotto Beach
,2015/05/10,Caretta caretta,Struisbaai
,2015/05/10,Caretta caretta,
,2015/05/12,Caretta caretta,Muizenberg
,2015/05/12,Caretta caretta,Muizenberg
,2015/05/14,Caretta caretta,Tenikwa PLETT
,2015/05/31,Caretta caretta,Blouberg
,2015/05/31,Caretta caretta,Mouille Point
,2015/06/06,Caretta caretta,Wilderness
,2015/06/12,Caretta caretta,Tenikwa
,2015/06/20,Caretta caretta,Kommetjie
,2015/07/22,Caretta caretta,Tenikwa
,2015/10/17,Caretta caretta,Struisbaai
,2015/10/17,Caretta caretta,Struisbaai
